conceptType,conceptUri,iscoGroup,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,regulatedProfessionNote,scopeNote,definition,inScheme,description,code,naceCode
Occupation,http://data.europa.eu/esco/occupation/029a5b78-4d1c-4cf9-a2d2-bb8d8729b8a3,8153,مصنع الملابس الواقية / مصنعة الملابس الواقية,,,released,2024-01-26T16:06:17.964Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يُنتج مُصنعو الملابس الواقية معدات الوقاية الشخصية (PPE) المصنوعة من المنسوجات. وهم يُنتجون ملابس مقاومة للأخطار المختلفة (على سبيل المثال، المخاطر الحرارية والفيزيائية والكهربائية والبيولوجية والكيميائية وغيرها)، وملابس التحذير بألوان عالية الوضوح، والملابس الواقية من البرودة والبرد والمطر والأشعة فوق البنفسجية، وما إلى ذلك.,8153.1.5,http://data.europa.eu/ux2/nace2.1/142
Occupation,http://data.europa.eu/esco/occupation/02b5b7b0-b856-4ac7-924c-8c35c7880b2a,8122,مشغل آلة الطلاء / مشغلة آلة الطلاء,,,released,2025-04-11T13:56:24.722Z,http://data.europa.eu/esco/regulated-professions/regulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يقوم مشغلو آلات الطلاء بإعداد وتشغيل آلات الطلاء التي تغلف المنتجات المعدنية بطبقة رقيقة من المواد مثل الطلاء أو المينا أو النحاس أو النيكل أو الزنك أو الكادميوم أو الكروم أو الطبقات المعدنية الأخرى لحماية أو تزيين الأسطح المعدنية. ويعملون على تشغيل جميع المكونات المركزية التي تُحدد أداء آلات الطلاء في آلات طلاء متعددة.,8122.3,http://data.europa.eu/ux2/nace2.1/2551
Occupation,http://data.europa.eu/esco/occupation/02bd7cac-8263-4425-b03d-19001ffe8787,6221,مدير تفريخ تربية الاستزراع المائي / مديرة تفريخ تربية الاستزراع المائي,,,released,2024-01-23T13:38:55.829Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يتولى مديرو تفريخ تربية الاستزراع المائي تخطيط وإرشاد وتنسيق الإنتاج في عمليات الاستزراع المائي على نطاق واسع لتربية الأسماك والمحار، ووضع استراتيجيات تكاثر الاستزراع المائي باستخدام أنواع مختلفة من تقنيات التفريخ. وهم يتحكمون في التكاثر ومراحل دورة الحياة المبكرة للأنواع المستزرعة. ويشرفون على الحضانة، وتقنيات التغذية المبكرة، وتقنيات التربية للأنواع المستزرعة.,6221.3,http://data.europa.eu/ux2/nace2.1/032
Occupation,http://data.europa.eu/esco/occupation/02d4f153-8e43-444d-8bd4-8171d49eab12,7223,صانع أدوات تروس القيادة / صانعة أدوات تروس القيادة,,,released,2024-01-16T16:15:45.415Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يقوم صانعو أدوات تروس القيادة بتصنيع أجزاء دقيقة للتروس وعناصر القيادة الأخرى. ويستخدمون مجموعة متنوعة من أدوات الآلة.,7223.8,http://data.europa.eu/ux2/nace2.1/2815
Occupation,http://data.europa.eu/esco/occupation/02e19186-458f-40eb-9e78-31c656d12ac7,1411,مدير قسم الغرف / مديرة قسم الغرف,,,released,2024-01-23T10:54:41.155Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يتولى مديرو قسم الغرف مسؤولية إدارة وتنسيق فريق من الموظفين في أقسام مكتب الاستقبال والحجوزات والتنظيف والصيانة.,1411.3,http://data.europa.eu/ux2/nace2.1/551
Occupation,http://data.europa.eu/esco/occupation/02e94cd6-8e6d-4e9b-b695-edb460c70528,7316,رسام السيراميك / رسامة السيراميك,,,released,2024-01-26T15:04:32.342Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يقوم رسامو السيراميك بتصميم الفن البصري وابتكاره على الأسطح الخزفية والأشياء مثل البلاط والمنحوتات وأدوات المائدة والفخار. ويستخدمون مجموعة متنوعة من الأساليب لإنتاج الرسوم التوضيحية الزخرفية بدءًا من الاستنسل إلى الرسم الحر.,7316.1.1,"http://data.europa.eu/ux2/nace2.1/2345,
http://data.europa.eu/ux2/nace2.1/2341"
Occupation,http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,2153,مهندس اتصالات / مهندسة اتصالات,,,released,2024-01-26T11:25:53.84Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يتولى مهندسو الاتصالات تصميم أنظمة الاتصالات والشبكات، بما في ذلك أجهزة الراديو والإذاعة وإنشاءها واختبارها وصيانتها. \وهم يُحلّلون احتياجات العملاء ومتطلباتهم، ويضمنون أن المعدات تفي باللوائح، ويقومون بإعداد وتقديم التقارير والمقترحات بشأن المشكلات المتعلقة بالاتصالات. ويتولى مهندسو الاتصالات تصميم تقديم الخدمات في جميع المراحل والإشراف عليه، والإشراف على تركيب واستخدام معدات ومرافق الاتصالات، وإعداد الوثائق وتقديم التدريب لموظفي الشركة بمجرد تركيب معدات جديدة.,2153.1,"http://data.europa.eu/ux2/nace2.1/62,
http://data.europa.eu/ux2/nace2.1/7112,
http://data.europa.eu/ux2/nace2.1/712,
http://data.europa.eu/ux2/nace2.1/61,
http://data.europa.eu/ux2/nace2.1/263"
Occupation,http://data.europa.eu/esco/occupation/02f1ae71-f89c-47b7-af2c-50d7ab1d9b8a,2352,مدرس محو أمية الكبار / مدرسة محو أمية الكبار,,,released,2023-12-21T09:40:05.871Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يتولى مدرسو محو أمية الكبار تعليم الطلاب البالغين، بما في ذلك المهاجرين حديثًا والذين تركوا المدرسة في عمر مبكرة، مهارات القراءة والكتابة الأساسية، في العادة على مستوى المدرسة الابتدائية. ويشترك مدرسو محو أمية الكبار في تخطيط وتنفيذ أنشطة القراءة الخاصة بهم، ويقيّمونها بشكل فردي من خلال المهام والامتحانات.,2352.1.1,http://data.europa.eu/ux2/nace2.1/8559
Occupation,http://data.europa.eu/esco/occupation/02f26b2f-879c-4811-8381-65e8dd3f4a16,1321,مدير جودة الأحذية / مديرة جودة الأحذية,,,released,2024-01-26T16:58:41.435Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يتولى مديرو جودة الأحذية تطبيق أنظمة الجودة في الشركة وإدارتها وتعزيزها، وذلك باستخدام أدوات ومنهجيات مناسبة استنادًا إلى المعايير الوطنية أو الدولية أو معايير الشركة. فهم مسؤولون عن تحديد المتطلبات والأهداف، وكذلك إعداد المستندات. ويقومون بتحليل الشكاوى، وتعزيز التدابير التصحيحية والوقائية وتنسيقها. فهم يُعزّزون التواصل الداخلي والخارجي الفعّال ويضمنون تلبية متطلبات المستهلك. وهم يتولون مسؤولية تحديد أدوات رصد أنظمة الجودة ومراقبتها، وهي التدقيق الداخلي أو الخارجي، كما أنهم يُشاركون في التدقيق الداخلي.,1321.2.2.1,http://data.europa.eu/ux2/nace2.1/152
Occupation,http://data.europa.eu/esco/occupation/02ff199e-38b3-45fd-b659-68846cfeeb92,7126,عامل تركيب الرشاشات / عاملة تركيب الرشاشات,,,released,2016-07-05T15:45:57Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يتولى عمال تركيب الرشاشات مسؤولية تركيب أنظمة الحماية من الحريق التي ترش المياه. فهم يوصِّلون المواسير والأنابيب والملحقات الضرورية. ويقوم عمال تركيب الرشاشات أيضًا باختبار الأنظمة للكشف عن التسربات.,7126.12,http://data.europa.eu/ux2/nace2.1/4322
Occupation,http://data.europa.eu/esco/occupation/032d4115-03ec-49c9-853d-678f8a41969b,1324,مدير توزيع المعدات الإلكترونية ومعدات الاتصالات السلكية واللاسلكية وقطع غيارها / مديرة توزيع المعدات الإلكترونية ومعدات الاتصالات السلكية واللاسلكية وقطع غيارها,,,released,2024-01-26T15:40:41.703Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يخطط مديرو توزيع المعدات الإلكترونية ومعدات الاتصالات السلكية واللاسلكية وقطع غيارها توزيع المعدات الإلكترونية ومعدات الاتصالات السلكية واللاسلكية وقطع غيارها على نقاط مختلفة للمبيعات.,1324.3.1.6.11,"http://data.europa.eu/ux2/nace2.1/465,
http://data.europa.eu/ux2/nace2.1/619,
http://data.europa.eu/ux2/nace2.1/612"
Occupation,http://data.europa.eu/esco/occupation/034cad59-e666-4770-a7ef-a337257f8072,2352,مدرس الاحتياجات التعليمية الخاصة بالمدرسة الثانوية / مدرسة الاحتياجات التعليمية الخاصة بالمدرسة الثانوية,,,released,2024-01-12T13:41:37.173Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يُقدِّم مدرسو الاحتياجات التعليمية الخاصة بالمدارس الثانوية تعليمًا مصممًا خصيصًا للطلاب الذين يعانون من مجموعة متنوعة من الإعاقات على مستوى المدارس الثانوية ويضمنون استفادتهم من إمكاناتهم التعليمية. يعمل بعض مدرسي الاحتياجات التعليمية الخاصة بالمدارس الثانوية مع الأطفال الذين يعانون من إعاقات خفيفة إلى متوسطة، مُطبقين منهجًا معدلاً يتناسب مع الاحتياجات الخاصة لكل طالب. يتولى مدرسو الاحتياجات التعليمية الخاصة بالمدارس الثانوية الآخرون مساعدة الطلاب ذوي الإعاقة الفكرية والتوحد وإرشادهم، مع التركيز على تدريس مهارات القراءة والكتابة الأساسية والمتقدمة والمهارات الحياتية والاجتماعية. يقوم جميع المدرسين بتقييم التقدم الذي أحرزه الطلاب، مع الأخذ في الاعتبار نقاط القوة والضعف لديهم، ونقل نتائجهم إلى أولياء الأمور والمستشارين والمديرين والأطراف المعنية الأخرى.,2352.1.6,http://data.europa.eu/ux2/nace2.1/8531
